"imfcode","country","year","W"
NA,NA,1985,0.5
NA,NA,1985,0.5
NA,NA,1985,0.25
NA,NA,1985,0.5
NA,NA,1985,0.5
NA,NA,1985,0.25
NA,NA,1985,0.5
NA,NA,1985,0.5
NA,NA,1985,0.25
NA,NA,1985,0.5
NA,NA,1985,0.5
NA,NA,1985,0.25
NA,NA,1985,0.5
NA,NA,1985,0.5
NA,NA,1985,0.25
NA,NA,1985,0.5
NA,NA,1985,0.5
NA,NA,1985,0.25
NA,NA,1985,0.25
NA,NA,1985,0.25
NA,NA,1985,0
NA,NA,1985,0.25
NA,NA,1985,0.25
NA,NA,1985,0
NA,NA,1985,0.25
NA,NA,1985,0.25
NA,NA,1985,0
NA,NA,1986,0.5
NA,NA,1986,0.5
NA,NA,1986,0.5
NA,NA,1986,0.25
NA,NA,1986,0.25
NA,NA,1986,0.25
NA,NA,1986,0.5
NA,NA,1986,0.5
NA,NA,1986,0.5
NA,NA,1986,0.25
NA,NA,1986,0.25
NA,NA,1986,0.25
NA,NA,1986,0
NA,NA,1986,0
NA,NA,1986,0
NA,NA,1986,0.25
NA,NA,1986,0.25
NA,NA,1986,0.25
NA,NA,1986,0.5
NA,NA,1986,0.5
NA,NA,1986,0.5
NA,NA,1986,0.25
NA,NA,1986,0.25
NA,NA,1986,0.25
NA,NA,1986,0.5
NA,NA,1986,0.5
NA,NA,1986,0.5
NA,NA,1987,0.25
NA,NA,1987,0
NA,NA,1987,0
NA,NA,1987,0.25
NA,NA,1987,0.25
NA,NA,1987,0
NA,NA,1987,0.25
NA,NA,1987,0.25
NA,NA,1987,0.25
NA,NA,1987,0.5
NA,NA,1987,0.25
NA,NA,1987,0.25
NA,NA,1987,0.5
NA,NA,1987,0.5
NA,NA,1987,0.25
NA,NA,1987,0.5
NA,NA,1987,0.5
NA,NA,1987,0.5
NA,NA,1987,0.5
NA,NA,1987,0.25
NA,NA,1987,0.25
NA,NA,1987,0.5
NA,NA,1987,0.5
NA,NA,1987,0.25
NA,NA,1987,0.5
NA,NA,1987,0.5
NA,NA,1987,0.5
NA,NA,1988,0.25
NA,NA,1988,0.25
NA,NA,1988,0.5
NA,NA,1988,0.5
NA,NA,1988,0.5
NA,NA,1988,0.5
NA,NA,1988,0.5
NA,NA,1988,0.5
NA,NA,1988,0.25
NA,NA,1988,0
NA,NA,1988,0
NA,NA,1988,0.25
NA,NA,1988,0.25
NA,NA,1988,0.25
NA,NA,1988,0.25
NA,NA,1988,0.25
NA,NA,1988,0.25
NA,NA,1988,0
NA,NA,1988,0.25
NA,NA,1988,0.25
NA,NA,1988,0.5
NA,NA,1988,0.5
NA,NA,1988,0.5
NA,NA,1988,0.5
NA,NA,1988,0.5
NA,NA,1988,0.5
NA,NA,1988,0.25
NA,NA,1989,0.5
NA,NA,1989,0.5
NA,NA,1989,0.5
NA,NA,1989,0.5
NA,NA,1989,0.25
NA,NA,1989,0.25
NA,NA,1989,0.5
NA,NA,1989,0.5
NA,NA,1989,0.25
NA,NA,1989,0.5
NA,NA,1989,0.5
NA,NA,1989,0.5
NA,NA,1989,0.5
NA,NA,1989,0.25
NA,NA,1989,0.25
NA,NA,1989,0.5
NA,NA,1989,0.5
NA,NA,1989,0.25
NA,NA,1989,0.25
NA,NA,1989,0.25
NA,NA,1989,0.25
NA,NA,1989,0.25
NA,NA,1989,0
NA,NA,1989,0
NA,NA,1989,0.25
NA,NA,1989,0.25
NA,NA,1989,0
NA,NA,1990,0.5
NA,NA,1990,0.5
NA,NA,1990,0.75
NA,NA,1990,0.75
NA,NA,1990,0.5
NA,NA,1990,0.75
NA,NA,1990,0.75
NA,NA,1990,0.75
NA,NA,1990,0.75
NA,NA,1990,0.5
NA,NA,1990,0.5
NA,NA,1990,0.75
NA,NA,1990,0.75
NA,NA,1990,0.5
NA,NA,1990,0.75
NA,NA,1990,0.75
NA,NA,1990,0.75
NA,NA,1990,0.75
NA,NA,1990,0
NA,NA,1990,0
NA,NA,1990,0.25
NA,NA,1990,0.25
NA,NA,1990,0
NA,NA,1990,0.25
NA,NA,1990,0.25
NA,NA,1990,0.25
NA,NA,1990,0.25
NA,NA,1990,0.25
NA,NA,1990,0.25
NA,NA,1990,0.5
NA,NA,1990,0.5
NA,NA,1990,0.25
NA,NA,1990,0.5
NA,NA,1990,0.5
NA,NA,1990,0.5
NA,NA,1990,0.5
NA,NA,1991,0
NA,NA,1991,0
NA,NA,1991,0.25
NA,NA,1991,0.25
NA,NA,1991,0
NA,NA,1991,0.25
NA,NA,1991,0.25
NA,NA,1991,0.25
NA,NA,1991,0.25
NA,NA,1991,0.25
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.75
NA,NA,1991,0.75
NA,NA,1991,0.5
NA,NA,1991,0.75
NA,NA,1991,0.75
NA,NA,1991,0.75
NA,NA,1991,0.75
NA,NA,1991,0.75
NA,NA,1991,0.25
NA,NA,1991,0.25
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.25
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.75
NA,NA,1991,0.75
NA,NA,1991,0.5
NA,NA,1991,0.75
NA,NA,1991,0.75
NA,NA,1991,0.75
NA,NA,1991,0.75
NA,NA,1991,0.75
NA,NA,1991,0.25
NA,NA,1991,0.25
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.25
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1991,0.5
NA,NA,1992,0.25
NA,NA,1992,0.25
NA,NA,1992,0
NA,NA,1992,0.25
NA,NA,1992,0.25
NA,NA,1992,0
NA,NA,1992,0.25
NA,NA,1992,0.25
NA,NA,1992,0
NA,NA,1992,0.5
NA,NA,1992,0.5
NA,NA,1992,0.25
NA,NA,1992,0.5
NA,NA,1992,0.5
NA,NA,1992,0.25
NA,NA,1992,0.5
NA,NA,1992,0.5
NA,NA,1992,0.25
NA,NA,1992,0.75
NA,NA,1992,0.75
NA,NA,1992,0.5
NA,NA,1992,0.75
NA,NA,1992,0.75
NA,NA,1992,0.5
NA,NA,1992,0.75
NA,NA,1992,0.75
NA,NA,1992,0.5
NA,NA,1992,0.75
NA,NA,1992,0.75
NA,NA,1992,0.5
NA,NA,1992,0.75
NA,NA,1992,0.75
NA,NA,1992,0.5
NA,NA,1992,0.75
NA,NA,1992,0.75
NA,NA,1992,0.5
NA,NA,1993,0.5
NA,NA,1993,0.25
NA,NA,1993,0.5
NA,NA,1993,0.5
NA,NA,1993,0.5
NA,NA,1993,0.5
NA,NA,1993,0.25
NA,NA,1993,0.5
NA,NA,1993,0.5
NA,NA,1993,0.25
NA,NA,1993,0
NA,NA,1993,0.25
NA,NA,1993,0.25
NA,NA,1993,0.25
NA,NA,1993,0.25
NA,NA,1993,0
NA,NA,1993,0.25
NA,NA,1993,0.25
NA,NA,1993,0.75
NA,NA,1993,0.5
NA,NA,1993,0.75
NA,NA,1993,0.75
NA,NA,1993,0.75
NA,NA,1993,0.75
NA,NA,1993,0.5
NA,NA,1993,0.75
NA,NA,1993,0.75
NA,NA,1994,0.75
NA,NA,1994,0.75
NA,NA,1994,0.75
NA,NA,1994,0.75
NA,NA,1994,0.75
NA,NA,1994,0.75
NA,NA,1994,0.75
NA,NA,1994,0.75
NA,NA,1994,0.5
NA,NA,1994,0.25
NA,NA,1994,0.25
NA,NA,1994,0.25
NA,NA,1994,0.25
NA,NA,1994,0.25
NA,NA,1994,0.25
NA,NA,1994,0.25
NA,NA,1994,0.25
NA,NA,1994,0
NA,NA,1994,0.5
NA,NA,1994,0.5
NA,NA,1994,0.5
NA,NA,1994,0.5
NA,NA,1994,0.5
NA,NA,1994,0.5
NA,NA,1994,0.5
NA,NA,1994,0.5
NA,NA,1994,0.25
NA,NA,1995,0.25
NA,NA,1995,0.25
NA,NA,1995,0.25
NA,NA,1995,0.25
NA,NA,1995,0.25
NA,NA,1995,0.25
NA,NA,1995,0.25
NA,NA,1995,0.25
NA,NA,1995,0.25
NA,NA,1995,0.5
NA,NA,1995,0.5
NA,NA,1995,0.5
NA,NA,1995,0.5
NA,NA,1995,0.5
NA,NA,1995,0.5
NA,NA,1995,0.5
NA,NA,1995,0.5
NA,NA,1995,0.5
NA,NA,1995,0.75
NA,NA,1995,0.75
NA,NA,1995,0.75
NA,NA,1995,0.75
NA,NA,1995,0.75
NA,NA,1995,0.75
NA,NA,1995,0.75
NA,NA,1995,0.75
NA,NA,1995,0.75
NA,NA,1996,0.75
NA,NA,1996,0.75
NA,NA,1996,0.75
NA,NA,1996,0.75
NA,NA,1996,0.75
NA,NA,1996,0.75
NA,NA,1996,0.75
NA,NA,1996,0.75
NA,NA,1996,0.75
NA,NA,1996,0.25
NA,NA,1996,0.25
NA,NA,1996,0.25
NA,NA,1996,0.25
NA,NA,1996,0.25
NA,NA,1996,0.25
NA,NA,1996,0.25
NA,NA,1996,0.25
NA,NA,1996,0.25
NA,NA,1996,0.5
NA,NA,1996,0.5
NA,NA,1996,0.5
NA,NA,1996,0.5
NA,NA,1996,0.5
NA,NA,1996,0.5
NA,NA,1996,0.5
NA,NA,1996,0.5
NA,NA,1996,0.5
NA,NA,1997,0.75
NA,NA,1997,0.75
NA,NA,1997,0.75
NA,NA,1997,0.75
NA,NA,1997,0.75
NA,NA,1997,0.75
NA,NA,1997,0.75
NA,NA,1997,0.75
NA,NA,1997,0.75
NA,NA,1997,0.5
NA,NA,1997,0.5
NA,NA,1997,0.5
NA,NA,1997,0.5
NA,NA,1997,0.5
NA,NA,1997,0.5
NA,NA,1997,0.5
NA,NA,1997,0.5
NA,NA,1997,0.5
NA,NA,1997,0.25
NA,NA,1997,0.25
NA,NA,1997,0.25
NA,NA,1997,0.25
NA,NA,1997,0.25
NA,NA,1997,0.25
NA,NA,1997,0.25
NA,NA,1997,0.25
NA,NA,1997,0.25
NA,NA,1998,0.25
NA,NA,1998,0.25
NA,NA,1998,0.25
NA,NA,1998,0.25
NA,NA,1998,0.25
NA,NA,1998,0.25
NA,NA,1998,0.25
NA,NA,1998,0.25
NA,NA,1998,0.25
NA,NA,1998,0.75
NA,NA,1998,0.75
NA,NA,1998,0.75
NA,NA,1998,0.75
NA,NA,1998,0.75
NA,NA,1998,0.75
NA,NA,1998,0.75
NA,NA,1998,0.75
NA,NA,1998,0.75
NA,NA,1998,0.5
NA,NA,1998,0.5
NA,NA,1998,0.5
NA,NA,1998,0.5
NA,NA,1998,0.5
NA,NA,1998,0.5
NA,NA,1998,0.5
NA,NA,1998,0.5
NA,NA,1998,0.5
NA,NA,1999,0.75
NA,NA,1999,0.75
NA,NA,1999,0.75
NA,NA,1999,0.75
NA,NA,1999,0.75
NA,NA,1999,0.75
NA,NA,1999,0.75
NA,NA,1999,0.75
NA,NA,1999,0.75
NA,NA,1999,0.5
NA,NA,1999,0.5
NA,NA,1999,0.5
NA,NA,1999,0.5
NA,NA,1999,0.5
NA,NA,1999,0.5
NA,NA,1999,0.5
NA,NA,1999,0.5
NA,NA,1999,0.5
NA,NA,1999,0.25
NA,NA,1999,0.25
NA,NA,1999,0.25
NA,NA,1999,0.25
NA,NA,1999,0.25
NA,NA,1999,0.25
NA,NA,1999,0.25
NA,NA,1999,0.25
NA,NA,1999,0.25
NA,NA,2000,0.25
NA,NA,2000,0.25
NA,NA,2000,0.25
NA,NA,2000,0.25
NA,NA,2000,0.25
NA,NA,2000,0.25
NA,NA,2000,0.25
NA,NA,2000,0.25
NA,NA,2000,0.25
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2000,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.25
NA,NA,2001,0.25
NA,NA,2001,0.25
NA,NA,2001,0.25
NA,NA,2001,0.25
NA,NA,2001,0.25
NA,NA,2001,0.25
NA,NA,2001,0.25
NA,NA,2001,0.25
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2001,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.25
NA,NA,2002,0.25
NA,NA,2002,0.25
NA,NA,2002,0.25
NA,NA,2002,0.25
NA,NA,2002,0.25
NA,NA,2002,0.25
NA,NA,2002,0.25
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2002,0.75
NA,NA,2003,0.75
NA,NA,2003,0.75
NA,NA,2003,0.75
NA,NA,2003,0.75
NA,NA,2003,0.75
NA,NA,2003,0.75
NA,NA,2003,0.75
NA,NA,2003,0.75
NA,NA,2003,0.25
NA,NA,2003,0.25
NA,NA,2003,0.25
NA,NA,2003,0.25
NA,NA,2003,0.25
NA,NA,2003,0.25
NA,NA,2003,0.25
NA,NA,2003,0.25
NA,NA,2004,0.75
NA,NA,2004,0.75
NA,NA,2004,0.75
NA,NA,2004,0.75
NA,NA,2004,0.5
NA,NA,2004,0.75
NA,NA,2004,0.75
NA,NA,2004,0.75
NA,NA,2004,0.25
NA,NA,2004,0.25
NA,NA,2004,0.25
NA,NA,2004,0.25
NA,NA,2004,0
NA,NA,2004,0.25
NA,NA,2004,0.25
NA,NA,2004,0.25
NA,NA,2005,0.75
NA,NA,2005,0.75
NA,NA,2005,0.75
NA,NA,2005,0.75
NA,NA,2005,0.5
NA,NA,2005,0.75
NA,NA,2005,0.75
NA,NA,2005,0.75
NA,NA,2005,0.25
NA,NA,2005,0.25
NA,NA,2005,0.25
NA,NA,2005,0.25
NA,NA,2005,0
NA,NA,2005,0.25
NA,NA,2005,0.25
NA,NA,2005,0.25
NA,NA,2006,0.75
NA,NA,2006,0.5
NA,NA,2006,0.75
NA,NA,2006,0.75
NA,NA,2006,0.75
NA,NA,2006,0.75
NA,NA,2006,0.75
NA,NA,2006,0.75
NA,NA,2006,0.25
NA,NA,2006,0
NA,NA,2006,0.25
NA,NA,2006,0.25
NA,NA,2006,0.25
NA,NA,2006,0.25
NA,NA,2006,0.25
NA,NA,2006,0.25
NA,NA,2007,0.75
NA,NA,2007,0.75
NA,NA,2007,0.5
NA,NA,2007,0.75
NA,NA,2007,0.75
NA,NA,2007,0.75
NA,NA,2007,0.75
NA,NA,2007,0.75
NA,NA,2007,0.25
NA,NA,2007,0.25
NA,NA,2007,0
NA,NA,2007,0.25
NA,NA,2007,0.25
NA,NA,2007,0.25
NA,NA,2007,0.25
NA,NA,2007,0.25
NA,NA,2008,0.75
NA,NA,2008,0.75
NA,NA,2008,0.5
NA,NA,2008,0.75
NA,NA,2008,0.75
NA,NA,2008,0.75
NA,NA,2008,0.75
NA,NA,2008,0.75
NA,NA,2008,0.25
NA,NA,2008,0.25
NA,NA,2008,0
NA,NA,2008,0.25
NA,NA,2008,0.25
NA,NA,2008,0.25
NA,NA,2008,0.25
NA,NA,2008,0.25
NA,NA,2008,0.75
NA,NA,2008,0.75
NA,NA,2008,0.5
NA,NA,2008,0.75
NA,NA,2008,0.75
NA,NA,2008,0.75
NA,NA,2008,0.75
NA,NA,2008,0.75
NA,NA,2009,0.75
NA,NA,2009,0.75
NA,NA,2009,0.75
NA,NA,2009,0.75
NA,NA,2009,0.5
NA,NA,2009,0.75
NA,NA,2009,0.75
NA,NA,2009,0.75
NA,NA,2009,0.25
NA,NA,2009,0.25
NA,NA,2009,0.25
NA,NA,2009,0.25
NA,NA,2009,0
NA,NA,2009,0.25
NA,NA,2009,0.25
NA,NA,2009,0.25
NA,NA,2009,0.75
NA,NA,2009,0.75
NA,NA,2009,0.75
NA,NA,2009,0.75
NA,NA,2009,0.5
NA,NA,2009,0.75
NA,NA,2009,0.75
NA,NA,2009,0.75
NA,NA,2010,0
NA,NA,2010,0.25
NA,NA,2010,0.25
NA,NA,2010,0.25
NA,NA,2010,0.25
NA,NA,2010,0.25
NA,NA,2010,0.25
NA,NA,2010,0.25
NA,NA,2010,0.5
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.5
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2010,0.75
NA,NA,2011,0.75
NA,NA,2011,0.5
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.5
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.75
NA,NA,2011,0.25
NA,NA,2011,0
NA,NA,2011,0.25
NA,NA,2011,0.25
NA,NA,2011,0.25
NA,NA,2011,0.25
NA,NA,2011,0.25
NA,NA,2011,0.25
NA,NA,2012,0.5
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.5
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0.75
NA,NA,2012,0
NA,NA,2012,0.25
NA,NA,2012,0.25
NA,NA,2012,0.25
NA,NA,2012,0.25
NA,NA,2012,0.25
NA,NA,2012,0.25
NA,NA,2012,0.25
692,"NIGER",1975,0
692,"NIGER",1976,0
692,"NIGER",1977,0
692,"NIGER",1978,0
692,"NIGER",1979,0
692,"NIGER",1980,0
692,"NIGER",1981,0
692,"NIGER",1982,0
692,"NIGER",1983,0
692,"NIGER",1984,0
692,"NIGER",1985,0
692,"NIGER",1986,0
692,"NIGER",1987,0.25
692,"NIGER",1988,0.25
692,"NIGER",1989,0.25
692,"NIGER",1990,0.25
692,"NIGER",1992,0.5
692,"NIGER",1993,0.5
692,"NIGER",1994,0.75
692,"NIGER",1995,0.75
692,"NIGER",1996,0.25
692,"NIGER",1997,0
692,"NIGER",1998,0
692,"NIGER",1999,0.5
692,"NIGER",2000,0.5
692,"NIGER",2001,0.5
692,"NIGER",2002,0.5
692,"NIGER",2003,0.5
692,"NIGER",2004,0.5
692,"NIGER",2005,0.5
692,"NIGER",2006,0.5
692,"NIGER",2007,0.5
692,"NIGER",2008,0.5
692,"NIGER",2009,0
692,"NIGER",2010,0
692,"NIGER",2011,0.5
692,"NIGER",2012,0.5
694,"NIGERIA",1975,0
694,"NIGERIA",1976,0
694,"NIGERIA",1977,0
694,"NIGERIA",1979,0.5
694,"NIGERIA",1980,0.75
694,"NIGERIA",1981,0.75
694,"NIGERIA",1982,0.75
694,"NIGERIA",1983,0.75
694,"NIGERIA",1984,0
694,"NIGERIA",1985,0
694,"NIGERIA",1986,0
694,"NIGERIA",1987,0
694,"NIGERIA",1988,0
694,"NIGERIA",1989,0
694,"NIGERIA",1990,0
694,"NIGERIA",1991,0
694,"NIGERIA",1992,0
694,"NIGERIA",1993,0
694,"NIGERIA",1994,0
694,"NIGERIA",1995,0
694,"NIGERIA",1996,0
694,"NIGERIA",1997,0
694,"NIGERIA",1999,0.5
694,"NIGERIA",2000,0.75
694,"NIGERIA",2001,0.75
694,"NIGERIA",2002,0.75
694,"NIGERIA",2003,0.75
694,"NIGERIA",2004,0.75
694,"NIGERIA",2005,0.75
694,"NIGERIA",2006,0.75
694,"NIGERIA",2007,0.75
694,"NIGERIA",2008,0.75
694,"NIGERIA",2009,0.75
694,"NIGERIA",2010,0.75
694,"NIGERIA",2011,0.75
694,"NIGERIA",2012,0.75
278,"NICARAGUA",1975,0.25
278,"NICARAGUA",1976,0.25
278,"NICARAGUA",1977,0.25
278,"NICARAGUA",1978,0.25
278,"NICARAGUA",1981,0
278,"NICARAGUA",1982,0
278,"NICARAGUA",1983,0
278,"NICARAGUA",1984,0
278,"NICARAGUA",1985,0
278,"NICARAGUA",1986,0
278,"NICARAGUA",1987,0
278,"NICARAGUA",1988,0
278,"NICARAGUA",1989,0
278,"NICARAGUA",1990,0.5
278,"NICARAGUA",1991,0.75
278,"NICARAGUA",1992,0.75
278,"NICARAGUA",1993,0.75
278,"NICARAGUA",1994,0.75
278,"NICARAGUA",1995,0.75
278,"NICARAGUA",1996,0.75
278,"NICARAGUA",1997,0.75
278,"NICARAGUA",1998,0.75
278,"NICARAGUA",1999,0.75
278,"NICARAGUA",2000,0.75
278,"NICARAGUA",2001,0.75
278,"NICARAGUA",2002,0.75
278,"NICARAGUA",2003,0.75
278,"NICARAGUA",2004,0.75
278,"NICARAGUA",2005,0.75
278,"NICARAGUA",2006,0.75
278,"NICARAGUA",2007,0.75
278,"NICARAGUA",2008,0.75
278,"NICARAGUA",2009,0.75
278,"NICARAGUA",2010,0.75
278,"NICARAGUA",2011,0.75
278,"NICARAGUA",2012,0.75
138,"NETHERLANDS",1975,1
138,"NETHERLANDS",1976,1
138,"NETHERLANDS",1977,1
138,"NETHERLANDS",1978,1
138,"NETHERLANDS",1979,1
138,"NETHERLANDS",1980,1
138,"NETHERLANDS",1981,1
138,"NETHERLANDS",1982,1
138,"NETHERLANDS",1983,1
138,"NETHERLANDS",1984,1
138,"NETHERLANDS",1985,1
138,"NETHERLANDS",1986,1
138,"NETHERLANDS",1987,1
138,"NETHERLANDS",1988,1
138,"NETHERLANDS",1989,1
138,"NETHERLANDS",1990,1
138,"NETHERLANDS",1991,1
138,"NETHERLANDS",1992,1
138,"NETHERLANDS",1993,1
138,"NETHERLANDS",1994,1
138,"NETHERLANDS",1995,1
138,"NETHERLANDS",1996,1
138,"NETHERLANDS",1997,1
138,"NETHERLANDS",1998,1
138,"NETHERLANDS",1999,1
138,"NETHERLANDS",2000,1
138,"NETHERLANDS",2001,1
138,"NETHERLANDS",2002,1
138,"NETHERLANDS",2003,1
138,"NETHERLANDS",2004,1
138,"NETHERLANDS",2005,1
138,"NETHERLANDS",2006,1
138,"NETHERLANDS",2007,1
138,"NETHERLANDS",2008,1
138,"NETHERLANDS",2009,1
138,"NETHERLANDS",2010,1
138,"NETHERLANDS",2011,1
138,"NETHERLANDS",2012,1
142,"NORWAY",1975,1
142,"NORWAY",1976,1
142,"NORWAY",1977,1
142,"NORWAY",1978,1
142,"NORWAY",1979,1
142,"NORWAY",1980,1
142,"NORWAY",1981,1
142,"NORWAY",1982,1
142,"NORWAY",1983,1
142,"NORWAY",1984,1
142,"NORWAY",1985,1
142,"NORWAY",1986,1
142,"NORWAY",1987,1
142,"NORWAY",1988,1
142,"NORWAY",1989,1
142,"NORWAY",1990,1
142,"NORWAY",1991,1
142,"NORWAY",1992,1
142,"NORWAY",1993,1
142,"NORWAY",1994,1
142,"NORWAY",1995,1
142,"NORWAY",1996,1
142,"NORWAY",1997,1
142,"NORWAY",1998,1
142,"NORWAY",1999,1
142,"NORWAY",2000,1
142,"NORWAY",2001,1
142,"NORWAY",2002,1
142,"NORWAY",2003,1
142,"NORWAY",2004,1
142,"NORWAY",2005,1
142,"NORWAY",2006,1
142,"NORWAY",2007,1
142,"NORWAY",2008,1
142,"NORWAY",2009,1
142,"NORWAY",2010,1
142,"NORWAY",2011,1
142,"NORWAY",2012,1
558,"NEPAL",1975,0.25
558,"NEPAL",1976,0.25
558,"NEPAL",1977,0.25
558,"NEPAL",1978,0.25
558,"NEPAL",1979,0.25
558,"NEPAL",1980,0.25
558,"NEPAL",1981,0.75
558,"NEPAL",1982,0.75
558,"NEPAL",1983,0.75
558,"NEPAL",1984,0.75
558,"NEPAL",1985,0.75
558,"NEPAL",1986,0.75
558,"NEPAL",1987,0.75
558,"NEPAL",1988,0.75
558,"NEPAL",1989,0.75
558,"NEPAL",1990,0.75
558,"NEPAL",1991,0.75
558,"NEPAL",1992,0.75
558,"NEPAL",1993,0.75
558,"NEPAL",1994,0.75
558,"NEPAL",1995,0.75
558,"NEPAL",1996,0.75
558,"NEPAL",1997,0.75
558,"NEPAL",1998,0.75
558,"NEPAL",1999,0.75
558,"NEPAL",2000,0.75
558,"NEPAL",2001,0.75
558,"NEPAL",2002,0.25
558,"NEPAL",2003,0.25
558,"NEPAL",2004,0.25
558,"NEPAL",2005,0.25
558,"NEPAL",2006,0.75
558,"NEPAL",2007,0.75
558,"NEPAL",2008,0.75
558,"NEPAL",2009,0.75
558,"NEPAL",2010,0.75
558,"NEPAL",2011,0.75
558,"NEPAL",2012,0.75
196,"NEW ZEALAND",1975,1
196,"NEW ZEALAND",1976,1
196,"NEW ZEALAND",1977,1
196,"NEW ZEALAND",1978,1
196,"NEW ZEALAND",1979,1
196,"NEW ZEALAND",1980,1
196,"NEW ZEALAND",1981,1
196,"NEW ZEALAND",1982,1
196,"NEW ZEALAND",1983,1
196,"NEW ZEALAND",1984,1
196,"NEW ZEALAND",1985,1
196,"NEW ZEALAND",1986,1
196,"NEW ZEALAND",1987,1
196,"NEW ZEALAND",1988,1
196,"NEW ZEALAND",1989,1
196,"NEW ZEALAND",1990,1
196,"NEW ZEALAND",1991,1
196,"NEW ZEALAND",1992,1
196,"NEW ZEALAND",1993,1
196,"NEW ZEALAND",1994,1
196,"NEW ZEALAND",1995,1
196,"NEW ZEALAND",1996,1
196,"NEW ZEALAND",1997,1
196,"NEW ZEALAND",1998,1
196,"NEW ZEALAND",1999,1
196,"NEW ZEALAND",2000,1
196,"NEW ZEALAND",2001,1
196,"NEW ZEALAND",2002,1
196,"NEW ZEALAND",2003,1
196,"NEW ZEALAND",2004,1
196,"NEW ZEALAND",2005,1
196,"NEW ZEALAND",2006,1
196,"NEW ZEALAND",2007,1
196,"NEW ZEALAND",2008,1
196,"NEW ZEALAND",2009,1
196,"NEW ZEALAND",2010,1
196,"NEW ZEALAND",2011,1
196,"NEW ZEALAND",2012,1
449,"OMAN",1975,0.25
449,"OMAN",1976,0.25
449,"OMAN",1977,0.25
449,"OMAN",1978,0.25
449,"OMAN",1979,0.25
449,"OMAN",1980,0.25
449,"OMAN",1981,0.25
449,"OMAN",1982,0.25
449,"OMAN",1983,0.25
449,"OMAN",1984,0.25
449,"OMAN",1985,0.25
449,"OMAN",1986,0.25
449,"OMAN",1987,0.25
449,"OMAN",1988,0.25
449,"OMAN",1989,0.25
449,"OMAN",1990,0.25
449,"OMAN",1991,0.25
449,"OMAN",1992,0.25
449,"OMAN",1993,0.25
449,"OMAN",1994,0.25
449,"OMAN",1995,0.25
449,"OMAN",1996,0.25
449,"OMAN",1997,0.25
449,"OMAN",1998,0.25
449,"OMAN",1999,0.25
449,"OMAN",2000,0.25
449,"OMAN",2001,0.25
449,"OMAN",2002,0.25
449,"OMAN",2003,0.25
